10  07  2014	14  30	9.326367E-12 	4.609226E-1  	-8.335703E-9 	3.437764E-3  	2.845846E-12 	2.043463E+0  	3.683187E-13 	2.064335E+1  
10  07  2014	14  35	8.510963E-12 	7.581350E-1  	-8.340924E-9 	3.265322E-3  	2.595686E-12 	1.978895E+0  	-3.143956E-13	2.013886E+1  
10  07  2014	14  40	9.356361E-12 	7.302218E-1  	-8.331291E-9 	4.413175E-3  	2.676544E-12 	2.901326E+0  	3.860128E-13 	1.592877E+1  
10  07  2014	14  45	8.651332E-12 	5.858359E-1  	-8.320575E-9 	3.178029E-3  	3.350869E-12 	1.499228E+0  	-5.413285E-13	1.257997E+1  
10  07  2014	14  50	8.726341E-12 	5.084765E-1  	-8.318470E-9 	3.043251E-3  	4.119272E-12 	1.519534E+0  	4.456976E-14 	1.880091E+2  
10  07  2014	14  55	9.073209E-12 	4.001009E-1  	-8.320299E-9 	3.463091E-3  	3.875697E-12 	1.253931E+0  	3.572826E-13 	2.276360E+1  
10  07  2014	15  00	8.269300E-12 	6.574717E-1  	-8.310419E-9 	3.332116E-3  	2.333707E-12 	3.200460E+0  	-3.958454E-14	1.700506E+2  
10  07  2014	15  05	7.257409E-12 	1.907930E+0  	-8.307656E-9 	3.103262E-3  	2.698206E-12 	3.224271E+0  	-1.566106E-13	4.461119E+1  
10  07  2014	15  10	9.311055E-12 	4.724004E-1  	-8.299573E-9 	3.056599E-3  	2.873923E-12 	2.280205E+0  	-6.712772E-13	1.294712E+1  
10  07  2014	15  15	8.622628E-12 	4.446655E-1  	-8.306967E-9 	2.747631E-3  	3.607883E-12 	1.223775E+0  	-1.070706E-12	5.744374E+0  
10  07  2014	15  20	8.619263E-12 	6.347515E-1  	-8.291177E-9 	2.603101E-3  	3.211644E-12 	2.380018E+0  	-3.155770E-13	2.511729E+1  
10  07  2014	15  25	8.779853E-12 	7.674089E-1  	-8.296966E-9 	3.025733E-3  	3.865800E-12 	1.373098E+0  	-4.657354E-13	1.882123E+1  
10  07  2014	15  30	9.058495E-12 	4.235387E-1  	-8.301849E-9 	2.944031E-3  	3.477656E-12 	2.058456E+0  	-5.602605E-13	1.470874E+1  
10  07  2014	15  35	9.660971E-12 	4.786603E-1  	-8.310673E-9 	2.852457E-3  	3.084765E-12 	3.046023E+0  	2.268255E-13 	2.958602E+1  
10  07  2014	15  40	1.062033E-11 	7.585510E-1  	-8.305357E-9 	2.852997E-3  	1.193974E-12 	9.393120E+0  	6.215057E-13 	1.582693E+1  
10  07  2014	15  45	7.898037E-12 	1.257094E+0  	-8.301233E-9 	3.210837E-3  	3.298907E-12 	1.800921E+0  	-2.508939E-13	2.728986E+1  
10  07  2014	15  50	8.088569E-12 	1.018107E+0  	-8.313118E-9 	3.318680E-3  	3.421167E-12 	1.533212E+0  	9.306137E-13 	5.170775E+0  
10  07  2014	15  55	9.296834E-12 	5.376079E-1  	-8.312768E-9 	2.952584E-3  	3.892036E-12 	1.397363E+0  	8.683426E-14 	6.022057E+1  
10  07  2014	16  00	9.666951E-12 	4.547829E-1  	-8.316759E-9 	3.193411E-3  	2.823608E-12 	2.760744E+0  	9.245967E-14 	6.063045E+1  
10  07  2014	16  05	9.404383E-12 	6.738233E-1  	-8.312539E-9 	3.121257E-3  	3.562940E-12 	2.062707E+0  	-2.046669E-12	5.222466E+0  
10  07  2014	16  10	8.804488E-12 	1.011670E+0  	-8.306514E-9 	2.961420E-3  	3.338367E-12 	2.125125E+0  	8.863680E-13 	7.049151E+0  
10  07  2014	16  15	8.127793E-12 	1.416671E+0  	-8.306963E-9 	2.966653E-3  	3.168709E-12 	1.439626E+0  	7.609766E-13 	8.680910E+0  
10  07  2014	16  20	9.997055E-12 	5.406831E-1  	-8.326346E-9 	2.831756E-3  	2.676390E-12 	2.856605E+0  	-6.267279E-13	1.155657E+1  
10  07  2014	16  25	1.005429E-11 	3.803094E-1  	-8.323662E-9 	3.371531E-3  	1.004545E-12 	1.245718E+1  	-5.664436E-13	1.256176E+1  
10  07  2014	16  30	1.121951E-11 	4.817277E-1  	-8.306750E-9 	3.075405E-3  	3.657068E-12 	1.398015E+0  	5.321003E-13 	1.139850E+1  
10  07  2014	16  35	8.788675E-12 	1.146955E+0  	-8.308240E-9 	3.131849E-3  	2.049617E-12 	4.466809E+0  	1.652304E-13 	5.998229E+1  
10  07  2014	16  40	1.099019E-11 	6.196049E-1  	-8.320957E-9 	3.114167E-3  	4.505778E-12 	1.325957E+0  	6.637183E-13 	8.345825E+0  
10  07  2014	16  45	1.026031E-11 	4.568436E-1  	-8.310985E-9 	2.838711E-3  	2.727045E-12 	3.034919E+0  	8.537643E-13 	1.114282E+1  
10  07  2014	16  50	1.080953E-11 	5.479497E-1  	-8.320909E-9 	3.507653E-3  	4.511849E-12 	9.489339E-1  	6.386782E-14 	1.018994E+2  
10  07  2014	16  55	1.139301E-11 	5.476344E-1  	-8.313985E-9 	3.164967E-3  	2.363524E-12 	3.379331E+0  	-1.407428E-12	6.368460E+0  
10  07  2014	17  00	8.624402E-12 	1.066693E+0  	-8.312215E-9 	4.467220E-3  	3.419031E-12 	1.835582E+0  	5.370746E-13 	1.113972E+1  
10  07  2014	17  05	1.068211E-11 	7.478831E-1  	-8.317359E-9 	3.565457E-3  	4.476399E-12 	1.034615E+0  	9.345370E-13 	6.480154E+0  
10  07  2014	17  10	1.027295E-11 	5.100125E-1  	-8.302872E-9 	3.302496E-3  	4.292800E-12 	7.501823E-1  	-1.882631E-13	3.225723E+1  
10  07  2014	17  15	1.021381E-11 	4.449332E-1  	-8.315824E-9 	3.388938E-3  	3.108299E-12 	1.447814E+0  	6.815293E-14 	1.105936E+2  
10  07  2014	17  20	1.093353E-11 	4.074224E-1  	-8.297366E-9 	2.935355E-3  	3.559246E-12 	9.291454E-1  	-3.348970E-13	2.247035E+1  
10  07  2014	17  25	1.122154E-11 	4.349176E-1  	-8.302488E-9 	2.978977E-3  	2.188013E-12 	7.735146E+0  	5.817340E-13 	1.587673E+1  
10  07  2014	17  30	9.392014E-12 	1.429016E+0  	-8.306315E-9 	3.574761E-3  	2.992958E-12 	2.221303E+0  	1.083826E-12 	6.419983E+0  
10  07  2014	17  35	1.051110E-11 	5.742031E-1  	-8.299531E-9 	2.804893E-3  	3.672138E-12 	2.774578E+0  	9.927606E-13 	4.538865E+0  
10  07  2014	17  40	1.220718E-11 	3.688886E-1  	-8.305583E-9 	3.153399E-3  	3.341250E-12 	1.462892E+0  	-1.715607E-13	4.756401E+1  
10  07  2014	17  45	1.106494E-11 	5.774527E-1  	-8.299362E-9 	3.126101E-3  	3.403661E-12 	3.909283E+0  	1.021924E-12 	6.135058E+0  
10  07  2014	17  50	1.157629E-11 	5.039658E-1  	-8.304211E-9 	3.209570E-3  	3.820329E-12 	1.637624E+0  	-6.246737E-13	1.592327E+1  
10  07  2014	17  55	1.015666E-11 	1.526615E+0  	-8.305964E-9 	3.242718E-3  	2.868206E-12 	1.545506E+0  	5.285848E-13 	1.701016E+1  
10  07  2014	18  00	1.175724E-11 	3.696012E-1  	-8.295198E-9 	3.411445E-3  	2.582939E-12 	3.604071E+0  	5.601923E-13 	1.446311E+1  
10  07  2014	18  05	1.140347E-11 	9.429008E-1  	-8.305275E-9 	3.556306E-3  	3.869061E-12 	2.025655E+0  	-3.283707E-13	2.034310E+1  
10  07  2014	18  10	1.284918E-11 	2.489814E-1  	-8.296257E-9 	2.800328E-3  	4.159029E-12 	1.079246E+0  	8.013695E-13 	6.003866E+0  
10  07  2014	18  15	1.173378E-11 	6.210765E-1  	-8.302525E-9 	3.696068E-3  	4.136203E-12 	1.074783E+0  	3.002101E-13 	1.901733E+1  
10  07  2014	18  20	1.111643E-11 	1.181093E+0  	-8.304964E-9 	3.053463E-3  	3.279863E-12 	1.403202E+0  	1.623908E-12 	2.837961E+0  
10  07  2014	18  25	1.195696E-11 	9.094222E-1  	-8.308669E-9 	3.525935E-3  	3.479064E-12 	1.199512E+0  	3.551569E-13 	1.265278E+1  
10  07  2014	18  30	1.276727E-11 	4.750769E-1  	-8.310095E-9 	3.440700E-3  	3.360044E-12 	1.902045E+0  	1.558337E-12 	2.943000E+0  
10  07  2014	18  35	1.283632E-11 	5.382022E-1  	-8.307589E-9 	3.287565E-3  	2.577190E-12 	2.672444E+0  	6.331411E-13 	8.052038E+0  
10  07  2014	18  40	1.280917E-11 	3.205723E-1  	-8.314554E-9 	3.073563E-3  	3.758741E-12 	9.859181E-1  	5.672853E-13 	8.018913E+0  
10  07  2014	18  45	1.262010E-11 	5.358209E-1  	-8.319107E-9 	3.288862E-3  	2.486478E-12 	3.532743E+0  	-1.873546E-13	3.290269E+1  
10  07  2014	18  50	1.285563E-11 	6.460462E-1  	-8.313714E-9 	3.617455E-3  	3.064620E-12 	3.194203E+0  	6.886136E-13 	7.329608E+0  
10  07  2014	18  55	1.368317E-11 	4.168595E-1  	-8.307955E-9 	3.777719E-3  	1.880587E-12 	5.264501E+0  	1.745715E-12 	2.351676E+0  
10  07  2014	19  00	1.397243E-11 	2.315680E-1  	-8.312002E-9 	3.397542E-3  	3.464757E-12 	1.818789E+0  	3.530464E-13 	2.405644E+1  
10  07  2014	19  05	1.344734E-11 	3.809869E-1  	-8.309703E-9 	3.073957E-3  	3.612659E-12 	9.452642E-1  	-1.069848E-12	8.465297E+0  
10  07  2014	19  10	1.380673E-11 	4.228946E-1  	-8.342033E-9 	3.235731E-3  	2.556270E-12 	2.953546E+0  	-3.974853E-13	1.660732E+1  
10  07  2014	19  15	1.427917E-11 	3.229052E-1  	-8.339103E-9 	3.472207E-3  	2.659496E-13 	7.185741E+1  	-1.138180E-12	1.010150E+1  
10  07  2014	19  20	1.500946E-11 	1.988352E-1  	-8.336272E-9 	3.204622E-3  	3.071519E-12 	2.059350E+0  	5.059309E-13 	1.302903E+1  
10  07  2014	19  25	1.375296E-11 	3.787318E-1  	-8.333563E-9 	3.879586E-3  	3.636011E-12 	1.045374E+0  	9.038090E-14 	7.052529E+1  
10  07  2014	19  30	1.347223E-11 	8.986829E-1  	-8.331411E-9 	3.443349E-3  	1.491175E-12 	5.005691E+0  	9.162911E-14 	1.040545E+2  
10  07  2014	19  35	1.547627E-11 	2.354002E-1  	-8.332063E-9 	3.430564E-3  	1.508693E-12 	1.058007E+1  	6.985317E-13 	6.516968E+0  
10  07  2014	19  40	1.384631E-11 	7.451688E-1  	-8.329400E-9 	2.879830E-3  	2.777853E-12 	1.996338E+0  	7.195307E-13 	1.355856E+1  
10  07  2014	19  45	1.485046E-11 	2.764214E-1  	-8.332150E-9 	3.404359E-3  	2.488217E-12 	5.389468E+0  	-1.894149E-13	4.086257E+1  
10  07  2014	19  50	1.347858E-11 	6.609084E-1  	-8.326285E-9 	3.406629E-3  	3.653848E-12 	1.210730E+0  	8.205104E-13 	9.035405E+0  
10  07  2014	19  55	1.594619E-11 	2.055831E-1  	-8.326524E-9 	3.877600E-3  	3.344487E-12 	1.522473E+0  	3.236322E-13 	2.919782E+1  
10  07  2014	20  00	1.461669E-11 	7.447829E-1  	-8.317168E-9 	3.210739E-3  	3.978419E-12 	1.213134E+0  	1.005290E-12 	6.018079E+0  
10  07  2014	20  05	1.415666E-11 	8.625127E-1  	-8.319888E-9 	3.578835E-3  	2.973689E-12 	1.777250E+0  	1.010720E-12 	5.643913E+0  
10  07  2014	20  10	1.543657E-11 	2.302499E-1  	-8.325494E-9 	2.972460E-3  	3.421985E-12 	1.242223E+0  	2.087469E-13 	1.957212E+1  
10  07  2014	20  15	1.607853E-11 	1.870759E-1  	-8.313070E-9 	3.316970E-3  	3.521366E-12 	1.969584E+0  	3.528172E-13 	2.520207E+1  
10  07  2014	20  20	1.453430E-11 	5.309638E-1  	-8.311708E-9 	3.057723E-3  	3.277123E-12 	1.756643E+0  	8.231464E-13 	6.030107E+0  
10  07  2014	20  25	1.497789E-11 	3.135226E-1  	-8.324587E-9 	2.935237E-3  	2.781828E-12 	3.525684E+0  	2.019345E-13 	3.476269E+1  
10  07  2014	20  30	1.454732E-11 	4.194746E-1  	-8.333154E-9 	3.123812E-3  	3.356896E-12 	1.331337E+0  	9.467298E-13 	6.407839E+0  
10  07  2014	20  35	1.533685E-11 	2.184654E-1  	-8.333196E-9 	3.399584E-3  	3.664629E-12 	1.252119E+0  	8.779447E-13 	5.219116E+0  
10  07  2014	20  40	1.490269E-11 	5.460679E-1  	-8.322524E-9 	3.090248E-3  	3.676076E-12 	2.160663E+0  	4.209023E-13 	1.292198E+1  
10  07  2014	20  45	1.648781E-11 	5.440636E-1  	-8.335489E-9 	2.716918E-3  	3.258789E-12 	2.816420E+0  	-1.262646E-13	5.724656E+1  
10  07  2014	20  50	1.604232E-11 	2.107469E-1  	-8.323038E-9 	3.365791E-3  	3.633376E-12 	1.752780E+0  	-1.344731E-12	7.391174E+0  
10  07  2014	20  55	1.596686E-11 	6.701351E-1  	-8.330736E-9 	3.091132E-3  	2.340872E-12 	6.890885E+0  	5.835385E-13 	8.792071E+0  
10  07  2014	21  00	1.667445E-11 	2.096556E-1  	-8.330935E-9 	3.724569E-3  	2.769796E-12 	3.627626E+0  	1.433840E-12 	3.519219E+0  
10  07  2014	21  05	1.676563E-11 	1.813579E-1  	-8.340062E-9 	3.034083E-3  	4.018586E-12 	1.119839E+0  	7.866164E-13 	6.874085E+0  
10  07  2014	21  10	1.617291E-11 	2.962551E-1  	-8.318708E-9 	3.250047E-3  	3.015870E-12 	1.856350E+0  	5.725463E-13 	8.321467E+0  
10  07  2014	21  15	1.681824E-11 	3.473585E-1  	-8.329793E-9 	3.617983E-3  	2.609508E-12 	3.810244E+0  	1.143699E-12 	4.760791E+0  
10  07  2014	21  20	1.651267E-11 	2.402299E-1  	-8.327479E-9 	3.772875E-3  	2.580575E-12 	2.607917E+0  	-4.360933E-13	2.504038E+1  
10  07  2014	21  25	1.699316E-11 	2.625997E-1  	-8.327873E-9 	3.435543E-3  	2.799601E-12 	2.470748E+0  	1.975599E-13 	3.233203E+1  
10  07  2014	21  30	1.706608E-11 	2.211979E-1  	-8.319618E-9 	2.979015E-3  	3.478405E-12 	1.675960E+0  	-2.390157E-13	3.282092E+1  
10  07  2014	21  35	1.717710E-11 	2.950074E-1  	-8.313476E-9 	3.971511E-3  	3.901548E-12 	1.306122E+0  	7.848623E-13 	5.441572E+0  
10  07  2014	21  40	1.711131E-11 	3.975689E-1  	-8.310722E-9 	3.630302E-3  	2.732915E-12 	3.531978E+0  	1.453854E-12 	3.388775E+0  
10  07  2014	21  45	1.777663E-11 	2.314566E-1  	-8.324876E-9 	3.576910E-3  	3.112975E-12 	2.876573E+0  	1.198690E-12 	5.245350E+0  
10  07  2014	21  50	1.686520E-11 	3.297504E-1  	-8.324367E-9 	4.179212E-3  	3.622466E-12 	1.315957E+0  	-6.330385E-13	1.189447E+1  
10  07  2014	21  55	1.825958E-11 	2.149885E-1  	-8.329637E-9 	3.376013E-3  	3.533549E-12 	2.127482E+0  	1.868638E-13 	3.302357E+1  
10  07  2014	22  00	1.755678E-11 	4.495635E-1  	-8.323721E-9 	3.049730E-3  	3.528499E-12 	1.526680E+0  	6.164470E-13 	9.637554E+0  
10  07  2014	22  05	1.927149E-11 	2.030449E-1  	-8.310225E-9 	3.335333E-3  	4.124887E-12 	9.882180E-1  	9.564373E-14 	8.634935E+1  
10  07  2014	22  10	1.872346E-11 	2.188095E-1  	-8.313945E-9 	3.010608E-3  	2.205387E-12 	6.889464E+0  	-7.017754E-13	1.961627E+1  
10  07  2014	22  15	1.942927E-11 	2.158556E-1  	-8.327800E-9 	3.121785E-3  	3.974263E-12 	9.642515E-1  	2.829348E-13 	2.599692E+1  
10  07  2014	22  20	1.949749E-11 	2.346418E-1  	-8.323605E-9 	3.096961E-3  	4.484283E-12 	7.837636E-1  	1.040876E-12 	6.090738E+0  
10  07  2014	22  25	1.944918E-11 	2.221962E-1  	-8.325841E-9 	3.208819E-3  	3.675629E-12 	1.620846E+0  	1.410126E-14 	4.388315E+2  
10  07  2014	22  30	1.973507E-11 	1.852449E-1  	-8.311018E-9 	3.108650E-3  	2.371436E-12 	3.980621E+0  	2.675384E-13 	2.364717E+1  
10  07  2014	22  35	1.994617E-11 	1.689330E-1  	-8.296345E-9 	3.231155E-3  	4.308421E-12 	1.016373E+0  	-3.551726E-13	1.742732E+1  
10  07  2014	22  40	1.960365E-11 	3.522403E-1  	-8.300229E-9 	3.583866E-3  	4.109575E-12 	1.142378E+0  	-7.191330E-13	1.467951E+1  
10  07  2014	22  45	2.015014E-11 	3.088783E-1  	-8.315534E-9 	3.167078E-3  	2.696549E-12 	2.777521E+0  	-1.263457E-12	8.668602E+0  
10  07  2014	22  50	2.040815E-11 	4.125369E-1  	-8.328738E-9 	2.714675E-3  	3.814924E-12 	1.384068E+0  	3.425179E-13 	2.065513E+1  
10  07  2014	22  55	1.962044E-11 	4.323396E-1  	-8.324832E-9 	3.178684E-3  	4.376928E-12 	8.650956E-1  	1.201624E-12 	4.429569E+0  
10  07  2014	23  00	2.146144E-11 	1.515856E-1  	-8.319339E-9 	3.034088E-3  	1.801940E-12 	1.093365E+1  	1.154269E-12 	5.344672E+0  
10  07  2014	23  05	2.271171E-11 	1.556983E-1  	-8.326237E-9 	3.456235E-3  	3.137691E-12 	1.450008E+0  	-2.929244E-13	2.012725E+1  
10  07  2014	23  10	2.169418E-11 	1.634053E-1  	-8.326843E-9 	3.890639E-3  	3.968520E-12 	1.227178E+0  	1.938399E-12 	2.374931E+0  
10  07  2014	23  15	2.282477E-11 	1.312190E-1  	-8.323457E-9 	2.924495E-3  	4.196661E-12 	1.679862E+0  	1.210890E-12 	4.628602E+0  
10  07  2014	23  20	2.306872E-11 	1.567517E-1  	-8.319885E-9 	2.933992E-3  	1.766196E-12 	6.885528E+0  	6.423189E-13 	8.772011E+0  
10  07  2014	23  25	2.209904E-11 	3.148897E-1  	-8.319367E-9 	3.510651E-3  	3.016117E-12 	2.110090E+0  	1.034190E-12 	6.893774E+0  
10  07  2014	23  30	2.244920E-11 	2.927519E-1  	-8.324361E-9 	3.347286E-3  	4.925610E-12 	8.007211E-1  	-5.161653E-13	1.497009E+1  
10  07  2014	23  35	2.324773E-11 	2.051200E-1  	-8.326186E-9 	3.188247E-3  	4.571395E-12 	1.129613E+0  	4.801236E-13 	1.282401E+1  
10  07  2014	23  40	2.498204E-11 	2.394396E-1  	-8.330079E-9 	3.154378E-3  	4.127824E-12 	1.705811E+0  	7.258499E-13 	1.016693E+1  
10  07  2014	23  45	2.484624E-11 	1.611739E-1  	-8.324574E-9 	2.992014E-3  	3.985235E-12 	1.518626E+0  	1.014555E-12 	4.911354E+0  
10  07  2014	23  50	2.541832E-11 	1.851278E-1  	-8.310769E-9 	3.454407E-3  	4.357611E-12 	8.090940E-1  	1.519233E-12 	3.101815E+0  
10  07  2014	23  55	2.416051E-11 	2.856342E-1  	-8.310257E-9 	3.444096E-3  	4.417521E-12 	9.301519E-1  	1.021212E-12 	6.412357E+0  
11  07  2014	00  00	2.634514E-11 	1.179994E-1  	-8.329377E-9 	3.060840E-3  	4.195894E-12 	7.911102E-1  	-1.171547E-11	1.028129E+1  
11  07  2014	00  05	2.519009E-11 	2.996882E-1  	-8.321142E-9 	3.009076E-3  	3.692429E-12 	1.411203E+0  	9.068130E-13 	7.244627E+0  
11  07  2014	00  10	2.390804E-11 	7.023245E-1  	-8.318273E-9 	3.136891E-3  	1.023889E-12 	2.061079E+1  	1.371894E-12 	3.756015E+0  
11  07  2014	00  15	2.502420E-11 	1.618010E-1  	-8.319056E-9 	2.849736E-3  	3.329906E-12 	1.632601E+0  	-3.283405E-14	2.014801E+2  
11  07  2014	00  20	2.428990E-11 	1.479209E-1  	-8.321241E-9 	2.912802E-3  	3.885538E-12 	1.645773E+0  	1.079839E-12 	6.402990E+0  
11  07  2014	00  25	2.656053E-11 	1.261320E-1  	-8.332707E-9 	2.937278E-3  	4.121800E-12 	1.716769E+0  	1.731686E-12 	3.184694E+0  
11  07  2014	00  30	2.613266E-11 	2.200873E-1  	-8.323284E-9 	3.437066E-3  	3.851752E-12 	2.100263E+0  	8.919908E-13 	5.732852E+0  
11  07  2014	00  35	2.586041E-11 	1.288899E-1  	-8.326869E-9 	2.860771E-3  	4.536159E-12 	8.579852E-1  	1.346868E-12 	4.610278E+0  
11  07  2014	00  40	2.588065E-11 	1.372650E-1  	-8.331726E-9 	3.362562E-3  	4.153475E-12 	8.685902E-1  	6.216429E-14 	9.621001E+1  
11  07  2014	00  45	2.500781E-11 	3.207105E-1  	-8.334420E-9 	3.459329E-3  	2.045457E-12 	7.648540E+0  	4.115358E-13 	1.415928E+1  
